"Family","IsActive","Name","ProductCode","Product_Domain__c","Product_Level__c","RTL_Asset_Class__c","RTL_DATA_SOURCE__c","RTL_Issuer_Fund_House__c","RTL_PRODUCT_CODE__c","RTL_Product_Name_ENG__c","RTL_Product_Name_TH__c","RTL_Product_Short_Name_ENG__c","RTL_Product_Short_Name_TH__c","RTL_TMB_Product_Type__c","RTL_TMB_PROJECT_CD__c","SEQ_GRP__c","Sub_Family__c"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 6 เดือน - I  (330)","0330","","","","36","","330","T/D 6 M - TMB SUPER TIME DEPOSIT Menu I","เงินฝากประจำสายสัมพันธ์ 6 เดือน - I  (330)","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-10 ล้าน","0331","","","","36","","331","T/D 12 M - TMB SUPER TIME DEPOSIT 10 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-10 ล้าน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-20 ล้าน","0332","","","","36","","332","T/D 12 M - TMB SUPER TIME DEPOSIT 20 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-20 ล้าน","","","","","2","NON TRANSACTIONAL"
"LENDING","true","Home Loan - Refinance Home Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MCAE","","","","11","","MCAE","Home Loan - Refinance Home Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","EAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MCAH","","","","11","","MCAH","Home Loan - Refinance Home Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","HAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MCAI","","","","11","","MCAI","Home Loan - Refinance Home Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","IAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MCAJ","","","","11","","MCAJ","Home Loan - Refinance Home Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","JAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MCAK","","","","11","","MCAK","Home Loan - Refinance Home Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","KAB00","8","HOME LOAN"
"LENDING","true","Home Equity - Term Loan - No MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","MDAA","","","","11","","MDAA","Home Equity - Term Loan - No MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","","","","AAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","MDAB","","","","11","","MDAB","Home Equity - Term Loan - No MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","","","","BAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","MDAC","","","","11","","MDAC","Home Equity - Term Loan - No MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","","","","MAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","MDAD","","","","11","","MDAD","Home Equity - Term Loan - No MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","","","","RAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ","MDAE","","","","11","","MDAE","Home Equity - Term Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Military/Normal Location/ โปรโมชั่นปกติ","","","","EAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ","MDAH","","","","11","","MDAH","Home Equity - Term Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Government/Normal Location/ โปรโมชั่นปกติ","","","","HAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","MDAI","","","","11","","MDAI","Home Equity - Term Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","","","","IAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","MDAJ","","","","11","","MDAJ","Home Equity - Term Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","","","","JAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","MDAK","","","","11","","MDAK","Home Equity - Term Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - No MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","","","","KAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAA","","","","11","","MEAA","Home Loan - Easy Home Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","AAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAB","","","","11","","MEAB","Home Loan - Easy Home Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","BAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/Active clients_2 ( Income 30,001 -50,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAC","","","","11","","MEAC","Home Loan - Easy Home Loan - MRTA/Active clients_2 ( Income 30,001 -50,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/Active clients_2 ( Income 30,001 -50,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","NAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/General clients_3 ( Income 50,001 Baht Up)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAD","","","","11","","MEAD","Home Loan - Easy Home Loan - MRTA/General clients_3 ( Income 50,001 Baht Up)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/General clients_3 ( Income 50,001 Baht Up)/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","UAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAE","","","","11","","MEAE","Home Loan - Easy Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","EAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAH","","","","11","","MEAH","Home Loan - Easy Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครไม่ครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","HAB00","8","HOME LOAN"
"LENDING","true","Home Loan - Easy Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MEAI","","","","11","","MEAI","Home Loan - Easy Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Easy Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","IAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAD","","","","11","","MGAD","Home Loan - Refinance Home Loan - MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/General clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","RAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAE","","","","11","","MGAE","Home Loan - Refinance Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","EAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAH","","","","11","","MGAH","Home Loan - Refinance Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","HAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAI","","","","11","","MGAI","Home Loan - Refinance Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","IAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAJ","","","","11","","MGAJ","Home Loan - Refinance Home Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","JAA00","8","HOME LOAN"
"LENDING","true","Home Loan - Refinance Home Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","MGAK","","","","11","","MGAK","Home Loan - Refinance Home Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","Home Loan - Refinance Home Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ โดยสมัครโดยสมัครครบ 3 อย่าง( MRTA,Direct Debit,Debit Card)","","","","KAA00","8","HOME LOAN"
"LENDING","true","Home Equity - Term Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","MHAA","","","","11","","MHAA","Home Equity - Term Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Wealth Banking/Normal Location/ โปรโมชั่นปกติ","","","","AAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","MHAB","","","","11","","MHAB","Home Equity - Term Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Superior Banking/Normal Location/ โปรโมชั่นปกติ","","","","BAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","MHAC","","","","11","","MHAC","Home Equity - Term Loan - MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Active clients_1 ( Income 15,000 -30,000 Baht)/Normal Location/ โปรโมชั่นปกติ","","","","MAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/General clients_2 ( Income 30,001 -50,000 Baht )/Normal Location/ โปรโมชั่นปกติ","MHAD","","","","11","","MHAD","Home Equity - Term Loan - MRTA/General clients_2 ( Income 30,001 -50,000 Baht )/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/General clients_2 ( Income 30,001 -50,000 Baht )/Normal Location/ โปรโมชั่นปกติ","","","","TAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ","MHAE","","","","11","","MHAE","Home Equity - Term Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Military/Normal Location/ โปรโมชั่นปกติ","","","","EAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ","MHAH","","","","11","","MHAH","Home Equity - Term Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Government/Normal Location/ โปรโมชั่นปกติ","","","","HAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","MHAI","","","","11","","MHAI","Home Equity - Term Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/State Enterprise/Normal Location/ โปรโมชั่นปกติ","","","","IAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","MHAJ","","","","11","","MHAJ","Home Equity - Term Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Institutions/Normal Location/ โปรโมชั่นปกติ","","","","JAC00","8","HOME FOR CASH (TL)"
"LENDING","true","Home Equity - Term Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","MHAK","","","","11","","MHAK","Home Equity - Term Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","Home Equity - Term Loan - MRTA/Private company/Normal Location/ โปรโมชั่นปกติ","","","","KAC00","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Refinance with all bundle products (Soft loan not approve from BOT )","DCHV","","","","11","","DCHV","TMB Refinance with all bundle products (Soft loan not approve from BOT )","TMB Refinance with all bundle products (Soft loan not approve from BOT )","","","","","8","HOME LOAN"
"LENDING","true","TMB Home Purchase Loan with all bundle products (Soft loan not approve from BOT)","DZHG","","","","11","","DZHG","TMB Home Purchase Loan with all bundle products (Soft loan not approve from BOT)","TMB Home Purchase Loan with all bundle products (Soft loan not approve from BOT)","","","","","8","HOME LOAN"
"LENDING","true","TMB Home for Cash MRTA (Soft Loan BOT)","DDPV","","","","11","","DDPV","TMB Home for Cash MRTA (Soft Loan BOT)","TMB Home for Cash MRTA (Soft Loan BOT)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","TMB Home for Cash NON-MRTA (Soft Loan BOT)","DDPW","","","","11","","DDPW","TMB Home for Cash NON-MRTA (Soft Loan BOT)","TMB Home for Cash NON-MRTA (Soft Loan BOT)","","","","","8","HOME FOR CASH (TL)"
"LENDING","true","Soft Loan / Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","DZHC","","","","11","","DZHC","Soft Loan / Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","Soft Loan / Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","","","","","8","HOME LOAN"
"LENDING","true","Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","DZHE","","","","11","","DZHE","Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","Home Purcahse - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","","","","","8","HOME LOAN"
"LENDING","true","Soft Loan / Home Purcahse  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","DZHD","","","","11","","DZHD","Soft Loan / Home Purcahse  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","Soft Loan / Home Purcahse  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","","","","","8","HOME LOAN"
"LENDING","true","Home Purcahse - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","DZHF","","","","11","","DZHF","Home Purcahse - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","Home Purcahse - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","","","","","8","HOME LOAN"
"LENDING","true","Soft Loan / Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","DCHR","","","","11","","DCHR","Soft Loan / Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","Soft Loan / Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต","","","","","8","HOME LOAN"
"LENDING","true","Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","DCHT","","","","11","","DCHT","Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","Refinance Home Loan - กรณีสมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ และบัตรเดบิต/สมัครคู่กับสินเชื่อ Soft Loan","","","","","8","HOME LOAN"
"LENDING","true","Soft Loan /  Refinance Home Loan  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","DCHS","","","","11","","DCHS","Soft Loan /  Refinance Home Loan  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","Soft Loan /  Refinance Home Loan  - กรณีไม่สมัครผลิตภัณฑ์เสริม ประกันชีวิตฯ ตัดบัญชีอัตโนมัติ หรือบัตรเดบิต","","","","","8","HOME LOAN"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-50 ล้าน","0333","","","","36","","333","T/D 12 M - TMB SUPER TIME DEPOSIT 50 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-50 ล้าน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-100 ล้าน","0334","","","","36","","334","T/D 12 M - TMB SUPER TIME DEPOSIT 100 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-100 ล้าน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-300 ล้าน","0335","","","","36","","335","T/D 12 M - TMB SUPER TIME DEPOSIT 300 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-300 ล้าน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำสายสัมพันธ์ 12 เดือน-500 ล้าน","0337","","","","36","","337","T/D 12 M - TMB SUPER TIME DEPOSIT 500 MB","เงินฝากประจำสายสัมพันธ์ 12 เดือน-500 ล้าน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","บัตรเงินฝากประเภท 3 เดือน (NCD 3 Months)","0370","","","","36","","370","NCD (3M)","บัตรเงินฝากประเภท 3 เดือน (NCD 3 Months)","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","บัตรเงินฝากประเภท 6 เดือน (NCD 6 Months)","0371","","","","36","","371","NCD (6M)","บัตรเงินฝากประเภท 6 เดือน (NCD 6 Months)","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","บัตรเงินฝากประเภท 12 เดือน (NCD 12 Months)","0372","","","","36","","372","NCD (12M)","บัตรเงินฝากประเภท 12 เดือน (NCD 12 Months)","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","บัตรเงินฝากประเภท 36 เดือน (NCD 36 Months)","0373","","","","36","","373","NCD (36M)","บัตรเงินฝากประเภท 36 เดือน (NCD 36 Months)","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","T/D 1 Month","0381","","","","36","","381","FCD T/D - 1M","T/D 1 Month","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","T/D 9 Months","0385","","","","36","","385","FCD T/D - 9M","T/D 9 Months","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำธนกิจ 7 วัน","0401","","","","36","","401","Corporate Premier Time Deposit 7 Days","เงินฝากประจำธนกิจ 7 วัน","","","","","2","NON TRANSACTIONAL"
"DEPOSIT","true","เงินฝากประจำธนกิจ 14 วัน","0402","","","","36","","402","Corporate Premier Time Deposit 14 Days","เงินฝากประจำธนกิจ 14 วัน","","","","","2","NON TRANSACTIONAL"
